,time,low,high,open,close,volume
0,1610059440,39763.59,39805.51,39802.06,39765.57,9.75468255
1,1610059380,39800.0,39845.0,39817.85,39800.0,16.9415906
2,1610059320,39745.91,39887.57,39871.02,39817.84,24.41454546
3,1610059260,39628.8,39871.02,39775.06,39871.02,24.23486121
4,1610059200,39612.23,39870.38,39726.11,39764.39,40.9622242
5,1610059140,39729.56,39950.0,39946.82,39738.24,36.28110977
6,1610059080,39918.36,39988.0,39974.0,39948.43,24.48920487
7,1610059020,39912.6,39998.0,39918.14,39995.93,38.63004132
8,1610058960,39890.67,39933.96,39909.62,39918.03,27.48787441
9,1610058900,39841.93,39915.0,39897.67,39913.24,20.46819032
10,1610058840,39806.28,39899.0,39806.28,39898.94,28.01618762
11,1610058780,39766.78,39818.44,39779.49,39806.28,18.51358386
12,1610058720,39749.99,39796.12,39750.0,39775.61,70.41216606
13,1610058660,39720.14,39750.0,39722.0,39750.0,34.79793923
14,1610058600,39710.16,39750.0,39747.64,39722.0,22.79324196
15,1610058540,39726.34,39750.0,39745.83,39747.64,15.21550322
16,1610058480,39726.09,39750.0,39749.44,39745.83,11.05022609
17,1610058420,39723.22,39750.0,39723.4,39741.57,31.48378632
18,1610058360,39700.23,39729.7,39700.23,39728.06,18.51270845
19,1610058300,39579.79,39706.11,39579.8,39706.11,24.3898504
20,1610058240,39559.07,39594.08,39569.88,39579.79,15.27922576
21,1610058180,39535.73,39593.19,39577.55,39569.91,21.63243408
22,1610058120,39537.6,39579.86,39547.92,39577.55,30.87638325
23,1610058060,39499.99,39595.86,39499.99,39543.07,54.11328078
24,1610058000,39485.82,39577.45,39577.44,39500.0,68.01079379
25,1610057940,39519.35,39577.45,39519.51,39577.45,27.27814393
26,1610057880,39414.39,39520.12,39419.03,39519.46,30.94447122
27,1610057820,39415.84,39533.49,39507.31,39419.03,27.98490794
28,1610057760,39467.2,39652.05,39652.04,39507.31,24.6577757
29,1610057700,39630.2,39657.73,39645.75,39652.04,21.86598346
30,1610057640,39613.15,39664.02,39662.04,39645.85,24.48964368
31,1610057580,39660.0,39705.36,39702.21,39661.99,17.81858419
32,1610057520,39625.0,39715.54,39639.11,39701.85,16.38817664
33,1610057460,39558.5,39639.12,39574.95,39631.59,19.00689439
34,1610057400,39410.23,39575.99,39443.34,39575.01,44.23582882
35,1610057340,39350.0,39470.0,39350.0,39446.27,44.02703686
36,1610057280,39283.27,39398.84,39283.57,39350.01,37.15407028
37,1610057220,39201.06,39464.1,39407.13,39286.35,64.82509524
38,1610057160,39384.49,39504.71,39436.9,39399.0,56.4639077
39,1610057100,39424.0,39563.2,39530.11,39437.13,52.70593333
40,1610057040,39507.88,39597.09,39597.09,39520.94,35.31568747
41,1610056980,39541.2,39625.74,39555.54,39597.14,28.43673269
42,1610056920,39521.06,39654.21,39654.2,39555.54,25.19651245
43,1610056860,39654.2,39699.99,39657.34,39654.2,12.05157263
44,1610056800,39631.91,39760.75,39752.4,39657.33,37.65224805
45,1610056740,39590.36,39767.35,39615.42,39749.98,68.76970165
46,1610056680,39585.38,39683.39,39683.29,39615.42,33.85344239
47,1610056620,39657.85,39747.28,39746.88,39683.29,48.90033043
48,1610056560,39706.45,39760.76,39750.81,39746.82,20.57181412
49,1610056500,39736.44,39807.03,39807.02,39751.41,21.63846874
50,1610056440,39734.22,39865.77,39807.06,39808.91,46.88155244
51,1610056380,39600.06,39816.02,39621.99,39807.09,39.78067445
52,1610056320,39464.39,39666.61,39483.91,39621.98,34.18731332
53,1610056260,39389.01,39492.66,39472.65,39464.35,40.46639167
54,1610056200,39380.0,39535.26,39513.17,39469.68,45.93269836
55,1610056140,39490.17,39641.74,39490.18,39528.72,47.98416328
56,1610056080,39457.79,39814.91,39814.46,39490.18,81.39634125
57,1610056020,39810.35,39836.65,39821.89,39814.47,45.56918064
58,1610055960,39811.52,39895.36,39893.99,39824.46,26.79230974
59,1610055900,39821.98,39950.0,39822.85,39893.99,45.98462112
60,1610055840,39789.68,39896.73,39828.67,39826.71,21.74420253
61,1610055780,39809.58,39891.26,39847.37,39819.31,21.94030478
62,1610055720,39737.4,39900.0,39804.1,39850.42,31.67165363
63,1610055660,39753.4,39887.0,39776.76,39814.18,59.31526862
64,1610055600,39759.66,39900.0,39867.25,39759.7,47.01312554
65,1610055540,39779.51,39870.55,39782.04,39850.82,44.38756194
66,1610055480,39670.61,39782.04,39749.0,39777.83,51.81957543
67,1610055420,39700.03,39749.0,39727.99,39749.0,34.24629928
68,1610055360,39651.38,39747.66,39657.57,39727.85,90.83361316
69,1610055300,39604.1,39658.38,39657.35,39657.57,34.77059362
70,1610055240,39625.78,39673.35,39672.53,39658.38,11.90200973
71,1610055180,39610.57,39680.0,39650.78,39666.81,31.72995775
72,1610055120,39532.11,39655.0,39645.71,39651.93,59.92118207
73,1610055060,39574.2,39646.87,39574.2,39640.52,23.10983628
74,1610055000,39512.57,39600.1,39524.82,39574.1,56.94432091
75,1610054940,39472.05,39525.0,39483.02,39524.83,39.56352449
76,1610054880,39478.36,39546.91,39546.91,39478.36,34.77955289
77,1610054820,39486.29,39548.31,39506.2,39546.83,34.61651312
78,1610054760,39500.01,39576.92,39567.22,39510.37,38.47322662
79,1610054700,39461.07,39567.22,39549.46,39567.22,91.25746629
80,1610054640,39500.02,39553.97,39528.18,39549.53,45.76050856
81,1610054580,39500.0,39547.86,39546.24,39528.18,71.49364638
82,1610054520,39513.15,39582.0,39527.68,39546.23,29.64233303
83,1610054460,39482.34,39576.22,39484.92,39522.12,36.2859037
84,1610054400,39380.0,39515.0,39436.31,39484.92,44.17319839
85,1610054340,39339.84,39465.81,39413.6,39436.3,46.11412767
86,1610054280,39390.05,39492.97,39438.17,39430.02,29.72780829
87,1610054220,39400.0,39518.57,39479.99,39427.67,71.55145431
88,1610054160,39430.0,39500.0,39490.79,39480.0,24.21850075
89,1610054100,39395.26,39490.79,39471.56,39490.79,29.69588979
90,1610054040,39350.0,39486.57,39484.41,39471.56,39.77748712
91,1610053980,39414.02,39508.76,39492.28,39485.17,39.24956061
92,1610053920,39365.34,39492.8,39413.6,39492.8,66.63080273
93,1610053860,39270.01,39426.89,39373.04,39416.24,37.62002338
94,1610053800,39240.0,39476.16,39260.27,39374.16,53.84743688
95,1610053740,39233.35,39500.0,39495.65,39241.07,70.48067859
96,1610053680,39482.82,39600.0,39552.8,39499.99,44.20942155
97,1610053620,39409.22,39596.48,39421.0,39538.76,108.77679989
98,1610053560,39319.34,39421.0,39389.63,39420.98,39.31528737
99,1610053500,39217.96,39395.72,39230.04,39389.36,57.98685917
100,1610053440,39184.19,39254.65,39238.47,39228.01,28.75633479
101,1610053380,39223.33,39281.94,39240.0,39225.0,74.10032675
102,1610053320,39166.76,39254.0,39219.21,39239.99,73.47673586
103,1610053260,39192.07,39239.77,39218.01,39219.21,31.51977952
104,1610053200,39166.74,39220.0,39168.11,39220.0,44.46092352
105,1610053140,39160.0,39222.0,39178.93,39168.11,57.98172173
106,1610053080,39120.22,39200.0,39183.66,39180.71,54.31415311
107,1610053020,39097.15,39183.74,39154.45,39183.62,19.63050573
108,1610052960,39026.63,39189.94,39049.1,39152.24,22.11550969
109,1610052900,39029.64,39100.0,39029.65,39053.36,32.4237121
110,1610052840,38970.01,39075.0,39012.29,39029.65,26.06205315
111,1610052780,39000.0,39088.97,39088.97,39018.97,32.86904911
112,1610052720,39050.94,39139.16,39066.36,39094.55,27.08644929
113,1610052660,39030.78,39079.29,39070.42,39066.37,23.55197465
114,1610052600,39005.67,39114.38,39011.28,39070.43,27.67911387
115,1610052540,39003.08,39198.57,39122.65,39010.0,41.64008615
116,1610052480,39026.32,39195.34,39038.31,39120.96,50.40260249
117,1610052420,38970.36,39042.24,39035.14,39022.47,42.21151813
118,1610052360,39015.86,39093.0,39051.77,39035.14,31.94931752
119,1610052300,39005.02,39096.39,39011.94,39051.77,22.80691032
120,1610052240,39002.73,39094.73,39036.37,39019.7,34.5949301
121,1610052180,39001.01,39101.0,39081.17,39061.68,39.17385613
122,1610052120,38964.07,39079.4,38990.05,39078.92,34.80969156
123,1610052060,38821.68,39000.0,38875.0,38990.05,33.69297497
124,1610052000,38875.0,38975.67,38897.88,38875.0,21.60036314
125,1610051940,38857.87,38936.68,38874.5,38911.93,33.82916258
126,1610051880,38833.32,38917.48,38836.56,38869.19,30.35651439
127,1610051820,38807.82,38920.0,38807.86,38840.77,29.13023006
128,1610051760,38777.33,38900.0,38777.33,38824.44,43.17472508
129,1610051700,38580.58,38777.37,38686.28,38777.32,18.81476458
130,1610051640,38566.7,38712.62,38712.62,38686.28,22.13905664
131,1610051580,38687.04,38789.92,38769.24,38712.68,22.20927346
132,1610051520,38650.0,38774.85,38725.72,38765.78,21.71664772
133,1610051460,38593.81,38727.0,38596.3,38725.72,24.69847812
134,1610051400,38310.0,38596.31,38401.01,38596.31,39.13377688
135,1610051340,38402.27,38569.92,38566.76,38408.45,21.58523807
136,1610051280,38544.87,38657.02,38648.16,38570.31,11.32523386
137,1610051220,38601.79,38695.3,38640.1,38651.95,26.39334162
138,1610051160,38520.54,38646.83,38617.21,38646.83,17.56734413
139,1610051100,38511.5,38629.0,38539.7,38611.25,33.92451703
140,1610051040,38480.31,38605.92,38581.87,38534.04,21.11706224
141,1610050980,38376.38,38610.31,38520.34,38581.84,30.39229824
142,1610050920,38520.34,38725.63,38663.3,38520.34,33.99642529
143,1610050860,38652.55,38742.17,38671.66,38659.0,19.01551319
144,1610050800,38634.71,38721.8,38691.0,38671.61,17.21098242
145,1610050740,38629.97,38797.4,38659.62,38686.36,19.17904705
146,1610050680,38594.05,38746.06,38598.37,38670.96,20.09818277
147,1610050620,38540.6,38702.71,38661.7,38609.88,34.57770883
148,1610050560,38642.86,38828.37,38825.72,38659.31,24.55939305
149,1610050500,38748.48,38982.45,38916.52,38805.82,20.48707759
150,1610050440,38855.63,39079.02,39015.72,38914.26,16.68208622
151,1610050380,38899.01,39111.92,39105.81,39004.2,21.55839965
152,1610050320,39067.7,39120.85,39083.13,39105.83,34.04588815
153,1610050260,39013.56,39092.13,39026.82,39084.77,13.65474466
154,1610050200,38884.39,39038.95,38884.42,39020.83,18.64393322
155,1610050140,38663.82,38882.76,38784.97,38882.76,25.33321791
156,1610050080,38565.82,38799.18,38679.6,38773.07,38.72010065
157,1610050020,38694.37,38860.25,38749.67,38694.37,26.22453963
158,1610049960,38500.0,38876.4,38857.21,38752.52,81.30752302
159,1610049900,38857.21,39050.0,39050.0,38866.85,43.68956477
160,1610049840,39000.0,39077.68,39068.91,39050.0,26.86112218
161,1610049780,39021.49,39109.1,39043.35,39065.19,12.14336102
162,1610049720,39001.01,39129.83,39046.17,39048.3,36.60938628
163,1610049660,39033.4,39170.07,39077.94,39033.4,24.87038904
164,1610049600,39086.52,39227.8,39098.67,39086.52,35.74325646
165,1610049540,39080.7,39216.08,39153.17,39093.33,43.09711988
166,1610049480,39116.94,39235.32,39150.5,39146.44,44.83914545
167,1610049420,39123.23,39247.0,39239.19,39150.49,51.66163435
168,1610049360,39062.04,39247.0,39095.26,39246.97,26.99415259
169,1610049300,39080.58,39174.37,39132.59,39100.99,34.18865056
170,1610049240,39026.59,39200.0,39180.0,39132.59,47.45089722
171,1610049180,39028.23,39171.51,39028.23,39171.51,56.57719876
172,1610049120,38907.24,39116.5,38951.29,39026.21,58.93658304
173,1610049060,38900.0,39072.07,39072.07,38943.02,65.95010346
174,1610049000,39034.45,39140.0,39124.29,39056.57,36.76937595
175,1610048940,39007.67,39143.38,39136.21,39102.05,36.66006138
176,1610048880,39056.91,39175.84,39145.47,39118.36,29.77061975
177,1610048820,38827.06,39157.26,39053.9,39157.26,45.47524572
178,1610048760,39002.0,39217.4,39217.4,39041.74,31.19461114
179,1610048700,39119.16,39217.4,39151.76,39217.4,33.32978405
180,1610048640,39079.7,39198.34,39178.52,39163.0,31.67863833
181,1610048580,38996.35,39196.72,39072.75,39179.28,65.90523241
182,1610048520,38939.17,39100.0,39040.49,39066.44,31.62308412
183,1610048460,38872.91,39077.02,38945.0,39038.43,17.52861626
184,1610048400,38871.6,39037.54,38945.0,38954.0,28.67155052
185,1610048340,38826.14,38945.0,38831.7,38945.0,36.15983552
186,1610048280,38682.27,38895.57,38756.78,38833.23,21.8278004
187,1610048220,38744.87,38865.44,38769.0,38784.23,19.81905446
188,1610048160,38753.58,38864.29,38800.45,38769.59,46.42983085
189,1610048100,38704.27,38811.77,38750.0,38801.94,53.6590015
190,1610048040,38570.0,38757.26,38671.54,38757.26,36.20771183
191,1610047980,38520.04,38687.55,38630.13,38671.54,20.50839908
192,1610047920,38509.28,38672.14,38658.7,38625.08,18.24286549
193,1610047860,38560.05,38791.81,38787.38,38640.69,32.48137101
194,1610047800,38650.12,38822.88,38706.28,38792.87,31.63031562
195,1610047740,38671.0,38809.94,38696.96,38691.34,43.85667305
196,1610047680,38588.69,38780.0,38649.34,38704.48,44.01057669
197,1610047620,38407.48,38659.48,38407.48,38645.08,51.08768412
198,1610047560,38360.61,38420.0,38416.31,38407.51,37.10354966
199,1610047500,38271.54,38426.37,38271.54,38414.72,15.9027332
200,1610047440,38264.76,38369.97,38290.52,38271.54,48.88202471
201,1610047380,38190.0,38431.82,38272.32,38286.53,79.06934367
202,1610047320,38153.79,38409.8,38203.92,38272.32,40.2023459
203,1610047260,38159.19,38359.91,38301.34,38188.84,48.69173547
204,1610047200,38180.0,38478.08,38473.95,38336.46,78.25313109
205,1610047140,38426.27,38586.08,38542.84,38478.27,31.88164118
206,1610047080,38428.66,38598.82,38435.73,38539.99,39.92036063
207,1610047020,38420.0,38533.93,38497.0,38426.83,39.0188454
208,1610046960,38315.1,38496.58,38357.3,38496.58,40.7273413
209,1610046900,38028.65,38408.98,38229.15,38377.16,56.53827186
