,time,low,high,open,close,volume
210,1610046840,38106.74,38380.76,38142.95,38215.62,39.10639254
211,1610046780,37779.24,38155.0,37799.99,38119.08,64.3305646
212,1610046720,37635.0,37943.04,37834.82,37769.82,80.4973901
213,1610046660,37602.35,37915.75,37860.0,37851.78,95.63781099
214,1610046600,37500.0,37936.45,37903.0,37852.45,164.82806281
215,1610046540,37836.95,38171.51,38088.62,37900.9,95.21447301
216,1610046480,38050.0,38299.79,38200.0,38100.02,95.5375035
217,1610046420,38001.0,38219.84,38104.28,38200.0,80.27020626
218,1610046360,38066.0,38373.76,38373.76,38093.98,78.15095934
219,1610046300,38326.19,38578.83,38345.21,38373.76,65.63855845
220,1610046240,38000.02,38427.47,38427.47,38315.8,119.77590075
221,1610046180,38400.0,38768.22,38768.22,38400.0,96.92783325
222,1610046120,38623.48,38798.71,38663.81,38768.22,36.80315007
223,1610046060,38536.93,38879.49,38878.18,38659.16,112.2090147
224,1610046000,38878.05,38990.0,38958.12,38878.19,53.61120384
225,1610045940,38708.97,38988.79,38731.74,38974.89,81.41037036
226,1610045880,38620.01,38783.29,38756.95,38707.01,109.27306196
227,1610045820,38431.46,38757.0,38431.46,38756.96,121.25739342
228,1610045760,38365.86,38624.15,38587.87,38428.0,114.23445607
229,1610045700,38315.7,38708.4,38359.66,38614.21,117.9716828
230,1610045640,38058.86,38377.0,38131.3,38344.43,123.25250548
231,1610045580,37680.21,38131.86,38024.31,38131.37,137.03966793
232,1610045520,37808.71,38320.68,38112.91,38017.74,143.74342132
233,1610045460,37461.4,38209.79,37618.02,38112.91,212.84393637
234,1610045400,37298.12,37675.51,37307.39,37618.02,116.40534247
235,1610045340,36388.81,37516.88,36496.06,37311.41,262.8975429
236,1610045280,36200.0,37057.85,37050.03,36490.8,376.15302206
237,1610045220,37050.0,37416.82,37388.19,37058.96,199.2620964
238,1610045160,37134.98,37717.1,37717.1,37381.85,303.52479475
239,1610045100,37603.0,37845.8,37828.67,37721.87,132.42353674
240,1610045040,37704.77,38036.84,38022.14,37838.08,158.96285621
241,1610044980,37800.0,38265.0,38208.57,38031.57,198.27697328
242,1610044920,38008.34,38295.0,38045.93,38208.63,85.69518302
243,1610044860,38001.0,38639.74,38637.6,38045.93,148.11806393
244,1610044800,38517.58,38761.46,38524.99,38638.84,71.01693693
245,1610044740,38456.15,38650.0,38533.0,38517.06,66.25624648
246,1610044680,38533.0,38821.22,38674.01,38539.27,54.65283125
247,1610044620,38631.23,38909.16,38755.49,38674.0,55.93176808
248,1610044560,38735.49,39035.9,38995.0,38755.49,78.33728222
249,1610044500,38611.01,38994.99,38666.01,38971.45,82.49420416
250,1610044440,38651.52,38918.11,38915.51,38665.56,72.04387492
251,1610044380,38716.37,39000.0,38804.63,38892.44,74.43726001
252,1610044320,38758.63,39262.91,39152.57,38805.95,93.55374706
253,1610044260,39144.79,39352.78,39175.01,39152.56,42.22700233
254,1610044200,39106.68,39410.66,39149.39,39183.45,81.75668224
255,1610044140,39000.0,39419.39,39292.25,39149.48,67.87978661
256,1610044080,39286.78,39548.82,39462.34,39292.25,43.64077683
257,1610044020,39363.84,39650.04,39638.6,39447.0,60.8310219
258,1610043960,39337.47,39650.0,39337.47,39650.0,91.2883526
259,1610043900,39120.41,39415.5,39240.67,39350.98,80.00746799
260,1610043840,38779.19,39270.4,38883.74,39240.68,111.96857735
261,1610043780,38378.14,38959.34,38672.82,38882.58,261.70073559
262,1610043720,38561.11,39280.77,39171.88,38682.98,238.21405812
263,1610043660,39000.0,39568.53,39527.25,39161.7,270.65891621
264,1610043600,39300.0,39658.37,39362.83,39539.84,144.59188878
265,1610043540,39300.01,39883.28,39860.01,39354.11,293.20475423
266,1610043480,39851.45,40300.0,40179.06,39860.15,114.95773643
267,1610043420,40187.08,40374.57,40370.37,40192.93,75.16188555
268,1610043360,40278.9,40425.0,40278.9,40374.58,215.18544108
269,1610043300,40080.0,40278.9,40216.29,40278.9,148.81270998
270,1610043240,40054.47,40250.0,40064.7,40222.11,244.02535121
271,1610043180,39960.69,40138.0,39975.22,40064.71,213.93656866
272,1610043120,39941.78,40000.0,39998.64,39975.21,47.94474553
273,1610043060,39823.75,40000.0,39999.99,39998.64,206.11019177
274,1610043000,39967.05,40000.0,39995.0,40000.0,264.92441435
275,1610042940,39842.54,39995.0,39938.28,39995.0,127.55170961
276,1610042880,39840.0,39944.0,39883.39,39943.95,146.87640934
277,1610042820,39801.67,39889.73,39817.76,39888.3,50.60538262
278,1610042760,39779.6,39845.12,39801.7,39817.09,43.03484444
279,1610042700,39764.16,39843.3,39832.58,39807.66,45.40433347
280,1610042640,39794.62,39850.0,39806.34,39845.13,55.81185211
281,1610042580,39783.62,39850.0,39803.51,39806.35,67.233427
282,1610042520,39765.84,39803.51,39792.5,39803.5,26.85651776
283,1610042460,39750.0,39811.0,39795.21,39798.83,17.72914637
284,1610042400,39723.52,39795.21,39781.5,39795.21,56.85122541
285,1610042340,39739.55,39800.0,39763.93,39776.9,38.62919154
286,1610042280,39750.0,39800.0,39798.1,39755.01,27.38085023
287,1610042220,39695.26,39800.0,39695.26,39792.26,40.73932278
288,1610042160,39600.01,39695.26,39619.2,39695.26,16.54525098
289,1610042100,39602.64,39691.25,39666.73,39614.46,11.13597068
290,1610042040,39608.73,39693.05,39608.73,39666.73,19.84679172
291,1610041980,39600.88,39650.02,39650.01,39608.73,26.29703371
292,1610041920,39650.02,39691.79,39677.06,39663.02,11.98961618
293,1610041860,39562.04,39684.63,39562.04,39677.48,25.68385677
294,1610041800,39535.89,39600.0,39592.05,39562.04,15.62804182
295,1610041740,39572.0,39616.9,39605.44,39592.05,37.0255321
296,1610041680,39553.26,39605.46,39553.27,39604.11,16.10304617
297,1610041620,39500.03,39623.26,39608.02,39561.84,35.92060709
298,1610041560,39551.38,39677.07,39677.07,39608.02,28.51640693
299,1610041500,39628.65,39703.41,39695.26,39683.91,26.23728149
